"source","","source","source","source","source","source","source","source","source","source","source","source","ツイートアプリ","source","source","source","source","source","source","fuente","source"
"eg TweetSpamApp","","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","expl TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","例: ツイートスパムアプリ","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","eg TweetSpamApp","p. ej. AplicaciónDeSpam","eg TweetSpamApp"
"Muting {{getDisplayType}} {{>text/global_filter_value}}","","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}","Silenciar {{getDisplayType}} {{>text/global_filter_value}}","Muting {{getDisplayType}} {{>text/global_filter_value}}"
"Translated by {{>text/microsoft_translator_link}}","","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Traduis par {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","翻訳: {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}","Traducido por {{>text/microsoft_translator_link}}","Translated by {{>text/microsoft_translator_link}}"
"One selected file is not an image.","","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","Un fichier sélectionné n'est pas une image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","選択したファイルは画像ではありません。","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","One selected file is not an image.","Un archivo seleccionado no es una imagen.","One selected file is not an image."
"showing images","","showing images","showing images","showing images","showing images","showing images","showing images","showing images","montrant des images","showing images","showing images","showing images","画像を表示中","showing images","showing images","showing images","showing images","showing images","showing images","mostrando imágenes","showing images"
"showing videos","","showing videos","showing videos","showing videos","showing videos","showing videos","showing videos","showing videos","montrant des vidéos","showing videos","showing videos","showing videos","動画を表示中","showing videos","showing videos","showing videos","showing videos","showing videos","showing videos","mostrando videos","showing videos"
"showing GIFs","","showing GIFs","showing GIFs","showing GIFs","showing GIFs","showing GIFs","showing GIFs","showing GIFs","montrant des GIFs","showing GIFs","showing GIFs","showing GIFs","GIF を表示中","showing GIFs","showing GIFs","showing GIFs","showing GIFs","showing GIFs","showing GIFs","mostrando GIFs","showing GIFs"
"showing links","","showing links","showing links","showing links","showing links","showing links","showing links","showing links","montrant des liens","showing links","showing links","showing links","リンクを表示中","showing links","showing links","showing links","showing links","showing links","showing links","mostrando enlaces","showing links"
"showing images and videos","","showing images and videos","showing images and videos","showing images and videos","showing images and videos","showing images and videos","showing images and videos","showing images and videos","montrant des images et des vidéos","showing images and videos","showing images and videos","showing images and videos","画像と動画を表示中","showing images and videos","showing images and videos","showing images and videos","showing images and videos","showing images and videos","showing images and videos","mostrando imágenes y videos","showing images and videos"
"Or add by URL","","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Ou ajoutez avec l'URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","Or add by URL","O añadir por URL","Or add by URL"
"New Tweets will appear here.","","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","Les nouveaux Tweets apparaîtront ici.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","新しいツイートがここに表示されます。","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","New Tweets will appear here.","Los nuevos Tweets aparecerán aquí.","New Tweets will appear here."
"No recent Tweets.","","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","Aucun Tweet récent.","No recent Tweets.","No recent Tweets.","No recent Tweets.","最近のツイートはありません。","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","No recent Tweets.","No hay Tweets recientes.","No recent Tweets."
"by verified users","","by verified users","by verified users","by verified users","by verified users","by verified users","by verified users","by verified users","par des comptes certifiés","by verified users","by verified users","by verified users","確認済みユーザー","by verified users","by verified users","by verified users","by verified users","by verified users","by verified users","por usarios verificados","by verified users"
"all users","","all users","all users","all users","all users","all users","all users","all users","tout le monde","all users","all users","all users","すべてのユーザー","all users","all users","all users","all users","all users","all users","todos los usarios","all users"
"" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """","" Tus preferencias de notificación en <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> pueden estar afectando las menciones que ves aquí """","" Your notification settings on <a rel=\url noopener noreferrer\"" target=\""_blank\"" href=\""https://twitter.com/settings/notifications_timeline\"">Twitter.com</a> may be affecting the mentions you see here """"
"Large media","","Large media","Large media","Large media","Large media","Large media","Large media","Large media","Média large","Large media","Large media","Large media","大サイズのメディア","Large media","Large media","Large media","Large media","Large media","Large media","Contenido multimedia grande","Large media"
"Medium media","","Medium media","Medium media","Medium media","Medium media","Medium media","Medium media","Medium media","Média moyen","Medium media","Medium media","Medium media","中サイズのメディア","Medium media","Medium media","Medium media","Medium media","Medium media","Medium media","Contenido multimedia mediano","Medium media"
"Small media","","Small media","Small media","Small media","Small media","Small media","Small media","Small media","Média petit","Small media","Small media","Small media","小サイズのメディア","Small media","Small media","Small media","Small media","Small media","Small media","Contenido multimedia pequeño","Small media"
"Media preview size","","Media preview size","Media preview size","Media preview size","Media preview size","Media preview size","Media preview size","Media preview size","Aperçu de la taille du média","Media preview size","Media preview size","Media preview size","メディアのプレビューサイズ","Media preview size","Media preview size","Media preview size","Media preview size","Media preview size","Media preview size","Tamaño de la vista previa","Media preview size"
"Hidden","","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Caché","Hidden","Hidden","Hidden","非表示","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Oculto","Hidden"
"Media hidden","","Media hidden","Media hidden","Media hidden","Media hidden","Media hidden","Media hidden","Media hidden","Média caché","Media hidden","Media hidden","Media hidden","メディアを非表示","Media hidden","Media hidden","Media hidden","Media hidden","Media hidden","Media hidden","Contenido multimedia oculto","Media hidden"
"Enable sound","","Enable sound","Enable sound","Enable sound","Enable sound","Enable sound","Enable sound","Enable sound","Activer le son","Enable sound","Enable sound","Enable sound","サウンドを有効にする","Enable sound","Enable sound","Enable sound","Enable sound","Enable sound","Enable sound","Permitir sonido","Enable sound"
"Sounds","","Sounds","Sounds","Sounds","Sounds","Sounds","Sounds","Sounds","Sons","Sounds","Sounds","Sounds","サウンド","Sounds","Sounds","Sounds","Sounds","Sounds","Sounds","Sonidos","Sounds"
"Sounds and desktop notifications","","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sons et notifications bureau","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","サウンドとデスクトップ通知","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sounds and desktop notifications","Sonidos y notificaciones de escritorio","Sounds and desktop notifications"
"Enable desktop notifications","","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Activer les notifications bureau","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","デスクトップ通知を有効にする","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Enable desktop notifications","Permitir notificaciones de escritorio","Enable desktop notifications"
"Desktop notifications","","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Notifications bureau","Desktop notifications","Desktop notifications","Desktop notifications","デスクトップ通知","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Desktop notifications","Notificaciones de escritorio","Desktop notifications"
"Mentioning","","Mentioning","Mentioning","Mentioning","Mentioning","Mentioning","Mentioning","Mentioning","Mentionnant","Mentioning","Mentioning","Mentioning","リプライ","Mentioning","Mentioning","Mentioning","Mentioning","Mentioning","Mentioning","Mencionando a","Mentioning"
"verified users","","verified users","verified users","verified users","verified users","verified users","verified users","verified users","comptes certifiés","verified users","verified users","verified users","確認済みユーザー","verified users","verified users","verified users","verified users","verified users","verified users","usarios verificados","verified users"
"any language","","any language","any language","any language","any language","any language","any language","any language","n'importe quelle langue","any language","any language","any language","すべての言語","any language","dowolnym","any language","any language","any language","any language","cualquier idioma","any language"
"Written in","","Written in","Written in","Written in","Written in","Written in","Written in","Written in","Écris en","Written in","Written in","Written in","使用言語","Written in","W języku","Written in","Written in","Written in","Written in","Escritos en","Written in"
"Excluding","","Excluding","Excluding","Excluding","Excluding","Excluding","Excluding","Excluding","Exclure","Excluding","Excluding","Excluding","除外","Excluding","Excluding","Excluding","Excluding","Excluding","Excluding","Que no tengan","Excluding"
"Showing","","Showing","Showing","Showing","Showing","Showing","Showing","Showing","Afficher","Showing","Showing","Showing","表示","Showing","Showing","Showing","Showing","Showing","Showing","Mostrando","Showing"
"No","","Не","No","No","No","No","No","No","Non","No","No","No","いいね","No","No","No","No","No","No","No","No"
"Enter words to exclude","","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Entrez des mots à exclure","Enter words to exclude","Enter words to exclude","Enter words to exclude","除外する単語","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Enter words to exclude","Escribir las palabras para excluir","Enter words to exclude"
"Enter a @name or full name","","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Entrez un @pseudo ou un nom complet","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","@name またはフルネームを入力","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Enter a @name or full name","Escribir un @nombre o nombre completo","Enter a @name or full name"
"Enter words to match","","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","含まれる単語を入力","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Enter words to match","Escribir las palabras para coincidir","Enter words to match"
"Share","","Share","Share","Share","Share","Share","Share","Share","Partager","Share","Share","Share","共有","Share","Share","Share","Share","Share","Share","Compartir","Share"
"Clear","","Clear","Clear","Clear","Clear","Clear","Clear","Clear","Vider","Clear","Clear","Clear","クリア","Clear","Clear","Clear","Clear","Clear","Clear","Limpiar","Clear"
"Dataminr settings","","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Paramètres de Dataminr","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Dataminr settings","Ajustes de Dataminr","Dataminr settings"
"Edit Collection","","Edit Collection","Edit Collection","Edit Collection","Edit Collection","Edit collection","Edit collection","Edit Collection","Modifier la collection","Edit Collection","Edit Collection","Edit Collection","コレクションを編集","Edit Collection","Edit Collection","Edit Collection","Edit Collection","Edit Collection","Edit Collection","Editar la colección","Edit Collection"
"Edit List","","Edit List","Edit List","Edit List","Edit List","Edit list","Edit list","Edit List","Modifier la liste","Edit List","Edit List","Edit List","リストを編集","Edit List","Edit List","Edit List","Edit List","Edit List","Edit List","Editar la lista","Edit List"
"Lists","","Lists","Lists","Lists","Lists","Lists","Lists","Lists","Listes","Lists","Lists","Lists","リスト","Lists","Lists","Lists","Lists","Lists","Lists","Listas","Lists"
"Subscribed to","","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Abonné·e à","Subscribed to","Subscribed to","Subscribed to","購読: ","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Subscribed to","Suscrito a","Subscribed to"
"Your Lists","","Your Lists","Your Lists","Your Lists","Your Lists","Your lists","Your lists","Your Lists","Vos listes","Your Lists","Your Lists","Your Lists","あなたのリスト","Your Lists","Your Lists","Your Lists","Your Lists","Your Lists","Your Lists","Tus listas","Your Lists"
"Your Collections","","Your Collections","Your Collections","Your Collections","Your Collections","Your collections","Your collections","Your Collections","Vos collections","Your Collections","Your Collections","Your Collections","あなたのコレクション","Your Collections","Your Collections","Your Collections","Your Collections","Your Collections","Your Collections","Tus colecciones","Your Collections"
"collections","","collections","collections","collections","collections","collections","collections","collections","collections","collections","collections","collections","コレクション","collections","collections","collections","collections","collections","collections","colecciones","collections"
"Create Collections","","Create Collections","Create Collections","Create Collections","Create Collections","Create collections","Create collections","Create Collections","Créez des collections","Create Collections","Create Collections","Create Collections","コレクションを作成","Create Collections","Create Collections","Create Collections","Create Collections","Create Collections","Create Collections","Crear colecciones","Create Collections"
"Create Collection","","Create Collection","Create Collection","Create Collection","Create Collection","Create collection","Create collection","Create Collection","Créer une collection","Create Collection","Create Collection","Create Collection","コレクションを作成","Create Collection","Create Collection","Create Collection","Create Collection","Create Collection","Create Collection","Crear colección","Create Collection"
"lists","","lists","lists","lists","lists","lists","lists","lists","listes","lists","lists","lists","リスト","lists","lists","lists","lists","lists","lists","listas","lists"
"All except Lists","","All except Lists","All except Lists","All except Lists","All except Lists","All except lists","All except lists","All except Lists","Tout sauf les listes","All except Lists","All except Lists","All except Lists","All except Lists","All except Lists","All except Lists","All except Lists","All except Lists","All except Lists","All except Lists","Todos excepto listas","All except Lists"
"Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Traduit de la langue: {{localizedLanguageName}} par {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}","Traducido del {{localizedLanguageName}} por {{>text/microsoft_translator_link}}","Translated from {{localizedLanguageName}} by {{>text/microsoft_translator_link}}"
"Undo Retweet","","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Annuler le Retweet","Undo Retweet","Undo Retweet","Undo Retweet","リツイートを解除","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Undo Retweet","Deshacer el Retweet","Undo Retweet"
"Report Tweet","","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Signaler le Tweet","Report Tweet","Report Tweet","Report Tweet","不適切なツイートを報告","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Report Tweet","Denunciar Tweet","Report Tweet"
"Report @{{screenName}}","","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Signaler @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","@{{screenName}} を不適切として報告","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Report @{{screenName}}","Reportar a @{{screenName}}","Report @{{screenName}}"
"Block @{{screenName}}","","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Bloquer @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","@{{screenName}} をブロック","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Block @{{screenName}}","Bloquear a @{{screenName}}","Block @{{screenName}}"
"Unmute @{{screenName}}","","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Démasquer @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","@{{screenName}} のミュートを解除","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Unmute @{{screenName}}","Dejar de silenciar a @{{screenName}}","Unmute @{{screenName}}"
"Mute @{{screenName}}","","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Masquer @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","@{{screenName}} をミュート","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Mute @{{screenName}}","Silenciar a @{{screenName}}","Mute @{{screenName}}"
"Unmute this conversation","","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Démasquer cette conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","この会話をミュート解除","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Unmute this conversation","Dejar de silenciar esta conversación","Unmute this conversation"
"Mute this conversation","","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Masquer cette conversation","Mute this conversation","Mute this conversation","Mute this conversation","この会話をミュート","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Mute this conversation","Silenciar esta conversación","Mute this conversation"
"See who quoted this Tweet","","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","Voir qui a cité ce Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","このツイートを引用したユーザーを見る","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","See who quoted this Tweet","Ver quién citó este Tweet","See who quoted this Tweet"
"Add or remove from Lists…","","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from lists…","Add or remove from lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Add or remove from Lists…","Agregar o quitar de listas…","Add or remove from Lists…"
"Like from accounts…","","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Like from accounts…","Me gusta desde las cuentas…","Like from accounts…"
"Tweet to @{{screenName}}","","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweeter à @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","@{{screenName}} にリプライ","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Tweet to @{{screenName}}","Twittear a @{{screenName}}","Tweet to @{{screenName}}"
"Share via Email","","Share via Email","Share via Email","Share via Email","Share via Email","Share via Email","Share via Email","Share via Email","Partager par e-mail","Share via Email","Share via Email","Share via Email","メールで共有","Share via Email","Share via Email","Share via Email","Share via Email","Share via Email","Share via Email","Compartir por e-mail","Share via Email"
"Share via Direct Message","","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Partager en Message Privé","Share via Direct Message","Share via Direct Message","Share via Direct Message","ダイレクトメッセージで共有","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Share via Direct Message","Compartir por mensaje directo","Share via Direct Message"
"Copy link to this Tweet","","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copier le lien du Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","このツイートのリンクをコピー","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copy link to this Tweet","Copiar enlace a este Tweet","Copy link to this Tweet"
"Copy link to Tweet","","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copier le lien du Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","ツイートのリンクをコピー","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copy link to Tweet","Copiar enlace a Tweet","Copy link to Tweet"
"Embed this Tweet","","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Intégrer ce Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","このツイートを埋め込む","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Embed this Tweet","Insertar este Tweet","Embed this Tweet"
"Retweet this to your followers?","","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweeter ceci à vos abonné·es ?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","リツイートしますか？","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","Retweet this to your followers?","¿Retwittear esto a tus seguidores?","Retweet this to your followers?"
